"sect","title","authors","views","issue","year","page_order"
"Theory and Methods","Likelihood-Based EWMA Charts for Monitoring Poisson Count Data With Time-Varying Sample Sizes","Qin Zhou#Changliang Zou#Zhaojun Wang#Wei Jiang",580,499,2012,22
"Theory and Methods","Pair Copula Constructions for Multivariate Discrete Data","Anastasios Panagiotelis#Claudia Czado#Harry Joe",1078,499,2012,23
"Theory and Methods","The Hybrid Wild Bootstrap for Time Series","Jens-peter Kreiss#Efstathios Paparoditis",523,499,2012,24
"Theory and Methods","Nonparametric Construction of Multivariate Kernels","Victor M. Panaretos#Kjell Konis",617,499,2012,25
"Theory and Methods","Inference on the Order of a Normal Mixture","Jiahua Chen#Pengfei Li#Yuejiao Fu",808,499,2012,26
"Theory and Methods","Estimating Individualized Treatment Rules Using Outcome Weighted Learning","Yingqi Zhao#Donglin Zeng#A. John Rush#Michael R. Kosorok",1158,499,2012,27
"Theory and Methods","A Consistent Adjacency Spectral Embedding for Stochastic Blockmodel Graphs","Daniel L. Sussman#Minh Tang#Donniell E. Fishkind#Carey E. Priebe",412,499,2012,28
"Theory and Methods","Feature Screening via Distance Correlation Learning","Runze Li#Wei Zhong#Liping Zhu",1129,499,2012,29
"Theory and Methods","Optimal Designs for Quantile Regression Models","Holger Dette#Matthias Trampisch",659,499,2012,30
"Theory and Methods","Statistical Modeling of Curves Using Shapes and Related Features","Sebastian Kurtek#Anuj Srivastava#Eric Klassen#Zhaohua Ding",425,499,2012,31
"Theory and Methods","Deconvolution When Classifying Noisy Data Involving Transformations","Raymond Carroll#Aurore Delaigle#Peter Hall",281,499,2012,32
"Theory and Methods","Robust Estimation of Multivariate Location and Scatter in the Presence of Missing Data","Mike Danilov#Víctor J. Yohai#Ruben H. Zamar",378,499,2012,33
"Theory and Methods","Sparse Matrix Graphical Models","Chenlei Leng#Cheng   Yong Tang",829,499,2012,34
"Theory and Methods","Minimax and Adaptive Prediction for Functional Linear Regression","T.   Tony Cai#Ming Yuan",412,499,2012,35
"Theory and Methods","Mode Identification of Volatility in Time-Varying Autoregression","Gabriel Chandler#Wolfgang Polonik",239,499,2012,36
"Theory and Methods","Mixed Effects Designs: The Symmetry Assumption and Missing Data","Trent Gaugler#Michael G. Akritas",346,499,2012,37
"Theory and Methods","Generalized Measures of Correlation for Asymmetry, Nonlinearity, and Beyond","Shurong Zheng#Ning-Zhong Shi#Zhengjun Zhang",768,499,2012,38
"General: Book Reviews","Book Reviews","",287,499,2012,39
"General","Correction","",191,499,2012,40
"General","Erratum","",182,499,2012,41
"Applications and Case Studies","Nonparametric Bayesian Multiple Imputation for Missing Data Due to Mid-Study Switching of Measurement Methods","Lane F. Burgette#Jerome P. Reiter",1184,498,2012,1
"Applications and Case Studies","Evaluating the Effect of Training on Wages in the Presence of Noncompliance, Nonemployment, and Missing Outcome Data","Paolo Frumento#Fabrizia Mealli#Barbara Pacini#Donald B. Rubin",926,498,2012,2
"Applications and Case Studies","Application of Branching Models in the Study of Invasive Species","Earvin Balderama#Frederic   Paik Schoenberg#Erin Murray#Philip W. Rundel",399,498,2012,3
"Applications and Case Studies","Topological Analysis of Variance and the Maxillary Complex","Giseon Heo#Jennifer Gamble#Peter T. Kim",572,498,2012,4
"Applications and Case Studies","Evaluation of Viable Dynamic Treatment Regimes in a Sequentially Randomized Trial of Advanced Prostate Cancer","Lu Wang#Andrea Rotnitzky#Xihong Lin#Randall E. Millikan#Peter F. Thall",599,498,2012,5
"Applications and Case Studies","Comment","Daniel Almirall#Daniel J. Lizotte#Susan A. Murphy",312,498,2012,6
"Applications and Case Studies","Comment","Paul Chaffee#Mark van der Laan",202,498,2012,7
"Applications and Case Studies","Rejoinder","Lu Wang#Andrea Rotnitzky#Xihong Lin#Randall E. Millikan#Peter F. Thall",229,498,2012,8
"Applications and Case Studies","Does Marriage Boost Men’s Wages?: Identification of Treatment Effects in Fixed Effects Regression Models for Panel Data","Michael E. Sobel",981,498,2012,9
"Applications and Case Studies","Inference With Interference Between Units in an fMRI Experiment of Motor Inhibition","Xi Luo#Dylan S. Small#Chiang-Shan R. Li#Paul R. Rosenbaum",347,498,2012,10
"Applications and Case Studies","Evaluating the Effect of Early Versus Late ARV Regimen Change if Failure on an Initial Regimen: Results From the AIDS Clinical Trials Group Study A5095","Li Li#Joseph J. Eron#Heather Ribaudo#Roy M. Gulick#Brent A. Johnson",222,498,2012,11
"Applications and Case Studies","Meta-Analysis of Rare Binary Adverse Event Data","Dulal K. Bhaumik#Anup Amatya#Sharon-Lise T. Normand#Joel Greenhouse#Eloise Kaizar#Brian Neelon#Robert D. Gibbons",878,498,2012,12
"Applications and Case Studies","Spatio-Spectral Mixed-Effects Model for Functional Magnetic Resonance Imaging Data","Hakmook Kang#Hernando Ombao#Crystal Linkletter#Nicole Long#David Badre",514,498,2012,13
"Applications and Case Studies","Clustering, Spatial Correlations, and Randomization Inference","Thomas Barrios#Rebecca Diamond#Guido W. Imbens#Michal Kolesár",892,498,2012,14
"Theory and Methods","Vast Portfolio Selection With Gross-Exposure Constraints","Jianqing Fan#Jingjin Zhang#Ke Yu",621,498,2012,15
"Theory and Methods","The Variance Profile","Alessandra Luati#Tommaso Proietti#Marco Reale",515,498,2012,16
"Theory and Methods","Inverse Realized Laplace Transforms for Nonparametric Volatility Density Estimation in Jump-Diffusions","Viktor Todorov#George Tauchen",251,498,2012,17
"Theory and Methods","Objective Priors for Discrete Parameter Spaces","James O. Berger#Jose M. Bernardo#Dongchu Sun",430,498,2012,18
"Theory and Methods","Bayesian Model Selection in High-Dimensional Settings","Valen E. Johnson#David Rossell",1040,498,2012,19
"Theory and Methods","Moderate-Deviation-Based Inference for Random Degeneration in Paired Rank Lists","Peter Hall#Michael G. Schimek",281,498,2012,20
"Theory and Methods","Multiple Testing of Composite Null Hypotheses in Heteroscedastic Models","Wenguang Sun#Alexander C. McLain",600,498,2012,21
"Theory and Methods","Joint Analysis of Longitudinal Data With Informative Observation Times and a Dependent Terminal Event","Liuquan Sun#Xinyuan Song#Jie Zhou#Lei Liu",760,498,2012,22
"Theory and Methods","Informative Estimation and Selection of Correlation Structure for Longitudinal Data","Jianhui Zhou#Annie Qu",590,498,2012,23
"Theory and Methods","Mixture of Regression Models With Varying Mixing Proportions: A Semiparametric Approach","Mian Huang#Weixin Yao",605,498,2012,24
"Theory and Methods","Conditional Inference Functions for Mixed-Effects Models With Unspecified Random-Effects Distribution","Peng Wang#Guei-feng Tsai#Annie Qu",537,498,2012,25
"Theory and Methods","DD-Classifier: Nonparametric Classification Procedure Based on DD-Plot","Jun Li#Juan A. Cuesta-Albertos#Regina Y. Liu",496,498,2012,26
"Theory and Methods","A Studentized Permutation Test for the Comparison of Spatial Point Patterns","Ute Hahn",293,498,2012,27
"Theory and Methods","Quantile Periodograms","Ta-Hsin Li",436,498,2012,28
"Theory and Methods","New Weighted Portmanteau Statistics for Time Series Goodness of Fit Testing","Thomas J. Fisher#Colin M. Gallagher",490,498,2012,29
"Theory and Methods","The Geometry of Nonparametric Filament Estimation","Christopher R. Genovese#Marco Perone-Pacifico#Isabella Verdinelli#Larry Wasserman",265,498,2012,30
"Theory and Methods","Smooth Blockwise Iterative Thresholding: A Smooth Fixed Point Estimator Based on the Likelihood’s Block Gradient","Sylvain Sardy",218,498,2012,31
"Theory and Methods","Structured, Sparse Aggregation","Daniel Percival",260,498,2012,32
"Theory and Methods","Probabilistic Foundation of Confirmatory Adaptive Designs","W. Brannath#G. Gutjahr#P. Bauer",390,498,2012,33
"Theory and Methods","A Martingale Representation for Matching Estimators","Alberto Abadie#Guido W. Imbens",491,498,2012,34
"Theory and Methods","Testing for Trend in the Presence of Autoregressive Error: A Comment","Pierre Perron#Tomoyoshi Yabu",233,498,2012,35
"Book Reviews","Book Reviews","",359,498,2012,36
"Applications and Case Studies","Nonparametric Covariate-Adjusted Association Tests Based on the Generalized Kendall's Tau","Wensheng Zhu#Yuan Jiang#Heping Zhang",1056,497,2012,1
"Applications and Case Studies","Intrinsic Regression Models for Medial Representation of Subcortical Structures","Xiaoyan Shi#Hongtu Zhu#Joseph G. Ibrahim#Faming Liang#Jeffrey Lieberman#Martin Styner",378,497,2012,2
"Applications and Case Studies","Modeling Waves of Extreme Temperature: The Changing Tails of Four Cities","Debbie J. Dupuis",582,497,2012,3
"Applications and Case Studies","Adjustment for Missing Confounders Using External Validation Data and Propensity Scores","Lawrence C. McCandless#Sylvia Richardson#Nicky Best",670,497,2012,4
"Applications and Case Studies","Partially Hidden Markov Model for Time-Varying Principal Stratification in HIV Prevention Trials","James Y. Dai#Peter B. Gilbert#Benoît R. Mâsse",354,497,2012,5
"Applications and Case Studies","Using Conditional Kernel Density Estimation for Wind Power Density Forecasting","Jooyoung Jeon#James W. Taylor",921,497,2012,6
"Applications and Case Studies","Bayesian Inference for Dynamic Treatment Regimes: Mobility, Equity, and Efficiency in Student Tracking","Tristan Zajonc",443,497,2012,7
"Applications and Case Studies","Bayesian Estimation and Prediction for Inhomogeneous Spatiotemporal Log-Gaussian Cox Processes Using Low-Rank Models, With Application to Criminal Surveillance","Alexandre Rodrigues#Peter J. Diggle",400,497,2012,8
"Applications and Case Studies","MRI Tissue Classification Using High-Resolution Bayesian Hidden Markov Normal Mixture Models","Dai Feng#Luke Tierney#Vincent Magnotta",369,497,2012,9
"Applications and Case Studies","Bias-Corrected Hierarchical Bayesian Classification With a Selected Subset of High-Dimensional Features","Longhai Li",384,497,2012,10
"Theory and Methods","Cross-Dimensional Inference of Dependent High-Dimensional Data","Keyur H. Desai#John D. Storey",1380,497,2012,11
"Theory and Methods","Sparse Estimation of Conditional Graphical Models With Application to Gene Networks","Bing Li#Hyonho Chun#Hongyu Zhao",1015,497,2012,12
"Theory and Methods","A Semiparametric Approach to Dimension Reduction","Yanyuan Ma#Liping Zhu",1097,497,2012,13
"Theory and Methods","A Valid Matérn Class of Cross-Covariance Functions for Multivariate Random Fields With Any Number of Components","Tatiyana V. Apanasovich#Marc G. Genton#Ying Sun",298,497,2012,14
"Theory and Methods","Multiple Imputation for M-Regression With Censored Covariates","Huixia   Judy Wang#Xingdong Feng",482,497,2012,15
"Theory and Methods","Information Ratio Test for Model Misspecification in Quasi-Likelihood Inference","Qian M. Zhou#Peter   X.-K. Song#Mary E. Thompson",528,497,2012,16
"Theory and Methods","Quantile Regression for Analyzing Heterogeneity in Ultra-High Dimension","Lan Wang#Yichao Wu#Runze Li",899,497,2012,17
"Theory and Methods","Likelihood-Based Selection and Sharp Parameter Estimation","Xiaotong Shen#Wei Pan#Yunzhang Zhu",831,497,2012,18
"Theory and Methods","Block Bootstraps for Time Series With Fixed Regressors","Daniel J. Nordman#Soumendra N. Lahiri",355,497,2012,19
"Theory and Methods","Semiparametric Double Balancing Score Estimation for Incomplete Data With Ignorable Missingness","Zonghui Hu#Dean A. Follmann#Jing Qin",390,497,2012,20
"Theory and Methods","One-Sided and Two-Sided Tolerance Intervals in General Mixed and Random Effects Models Using Small-Sample Asymptotics","Gaurav Sharma#Thomas Mathew",477,497,2012,21
"Theory and Methods","Estimating Space and Space-Time Covariance Functions for Large Data Sets: A Weighted Composite Likelihood Approach","Moreno Bevilacqua#Carlo Gaetan#Jorge Mateu#Emilio Porcu",748,497,2012,22
"Theory and Methods","Modeling Nonstationary Processes Through Dimension Expansion","Luke Bornn#Gavin Shaddick#James V. Zidek",402,497,2012,23
"Theory and Methods","Estimation of Copula Models With Discrete Margins via Bayesian Data Augmentation","Michael S. Smith#Mohamad A. Khaled",750,497,2012,24
"Theory and Methods","A Heckman Selection-t Model","Yulia V. Marchenko#Marc G. Genton",480,497,2012,25
"Theory and Methods","Estimating Regression Parameters in an Extended Proportional Odds Model","Ying   Qing Chen#Nan Hu#Su-Chun Cheng#Philippa Musoke#Lue   Ping Zhao",590,497,2012,26
"Theory and Methods","Recursively Imputed Survival Trees","Ruoqing Zhu#Michael R. Kosorok",466,497,2012,27
"Theory and Methods","Interim Design Modifications in Time-to-Event Studies","Sebastian Irle#Helmut Schäfer",350,497,2012,28
"Theory and Methods","On Fractile Transformation of Covariates in Regression","Bodhisattva Sen#Probal Chaudhuri",306,497,2012,29
"Theory and Methods","Simplex Factor Models for Multivariate Unordered Categorical Data","Anirban Bhattacharya#David B. Dunson",589,497,2012,30
"Theory and Methods","Bootstrapping for Significance of Compact Clusters in Multidimensional Datasets","Ranjan Maitra#Volodymyr Melnykov#Soumendra N. Lahiri",370,497,2012,31
"Theory and Methods","Sliced Latin Hypercube Designs","Peter Z. G. Qian",472,497,2012,32
"Theory and Methods","Optimal Designs for Rational Function Regression","Dávid Papp",339,497,2012,33
"Theory and Methods","Vast Volatility Matrix Estimation Using High-Frequency Data for Portfolio Selection","Jianqing Fan#Yingying Li#Ke Yu",559,497,2012,34
"Book Reviews","Book Reviews","",350,497,2012,35
"2011 ASA Presidential Address","Statistics: An All-Encompassing Discipline","Nancy L. Geller",2270,496,2011,1
"Applications and Case Studies","A Likelihood Ratio Test Based Method for Signal Detection With Application to FDA’s Drug Safety Data","Lan Huang#Jyoti Zalkikar#Ram C. Tiwari",1855,496,2011,2
"Applications and Case Studies","High-Dimensional ODEs Coupled With Mixed-Effects Modeling Techniques for Dynamic Gene Regulatory Network Identification","Tao Lu#Hua Liang#Hongzhe Li#Hulin Wu",861,496,2011,3
"Applications and Case Studies","Predicting Viral Infection From High-Dimensional Biomarker Trajectories","Minhua Chen#Aimee Zaas#Christopher Woods#Geoffrey S. Ginsburg#Joseph Lucas#David Dunson#Lawrence Carin",620,496,2011,4
"Applications and Case Studies","Semiparametric Bayesian Modeling of Income Volatility Heterogeneity","Shane T. Jensen#Stephen H. Shore",708,496,2011,5
"Applications and Case Studies","Geostatistical Model Averaging for Locally Calibrated Probabilistic Quantitative Precipitation Forecasting","William Kleiber#Adrian E. Raftery#Tilmann Gneiting",734,496,2011,6
"Applications and Case Studies","Rasch Model and Its Extensions for Analysis of Aphasic Deficits in Syntactic Comprehension","Roee Gutman#Gayle DeDe#David Caplan#Jun S. Liu",476,496,2011,7
"Applications and Case Studies","Multi-Domain Sampling With Applications to Structural Inference of Bayesian Networks","Qing Zhou",387,496,2011,8
"Applications and Case Studies","A Bayesian Semiparametric Approach to Intermediate Variables in Causal Inference","Scott L. Schwartz#Fan Li#Fabrizia Mealli",518,496,2011,9
